case_id,source,case_number,title,tax_category,decision_date,decision_type,agency,summary,difficulty_score,source_url
law_prec_서울고등법원-2021-누-66601,law_prec,서울고등법원-2021-누-66601,부과철회된 이 사건 양도소득세를 상속개시일 현재 피상속인의 납세의무가 성립된 조세로 보아 상속재산가액에서 차감할 수 있는지 여부,소득세,2022.05.25,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=335442
law_prec_서울고등법원-2021-누-40166,law_prec,서울고등법원-2021-누-40166,"조세심판원재조사결정의 기속력에 반하지 않고, 이혼 재산분할의 상당한 부분을 초과하여 증여세 부과가 타당함",증여세,2022.01.21,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=347068
law_prec_서울행정법원-2020-구합-75170,law_prec,서울행정법원-2020-구합-75170,부과철회된 이 사건 양도소득세를 상속개시일 현재 피상속인의 납세의무가 성립된 조세로 보아 상속재산가액에서 차감할 수 있는지 여부,소득세,2021.10.01,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=336600
law_prec_대구고등법원-2020-누-4070,law_prec,대구고등법원-2020-누-4070,사업장의 명의자가 단순한 명의대여자가 아닌 경우에 명의자에 대한 조세부과처분은 위법하지 않음,기타,2021.10.01,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=343442
law_prec_대법원-2021-두-32668,law_prec,대법원-2021-두-32668,명의를 차용함에 따른 부수된 후속행위를 허위의 조세신고라고 볼 수 없으므로 부정무신고 가산세 부과는 위법함,가산세,2021.05.13,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=337308
law_prec_2020구단59072,law_prec,2020구단59072,취득세 등 부과처분 취소(종전 규정에 의한 조세감면 신뢰 및 공적인 견해 표명),기타,2021.02.10,처분청 패소,서울행정법원,"이 사건 토지를 취득하여 2009년경부터 오랜 기간 호텔업을 추진하였던 사람은 원고의 대표이사인 유○○이었고, 호텔업을 추진하였을 당시부터 이 사건 특례규정의 일몰기한이 도래할 때까지 취득세 중과세율 배제조항이 계속하여 연장되어 온 상황에서, 그 사업을 양수한 원고로서도 과세권자인 피고의 위 감면확인서의 발급행위, 토지사용계획서 각서의 징구 행위 등의 공적견해표명을 신뢰할 수밖에 없었다고 보이고, 원고의 이 사건 토지 취득에 과실이 있다고 보이지는 않는다.",1.5,https://www.law.go.kr/precInfoR.do?precSeq=424252
law_prec_서울고등법원-2020-누-39763,law_prec,서울고등법원-2020-누-39763,명의를 차용함에 따른 부수된 후속행위를 허위의 조세신고라고 볼 수 없으므로 부정무신고 가산세 부과는 위법함,가산세,2021.01.07,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=336866
law_prec_서울중앙지방법원-2017-가합-509251,law_prec,서울중앙지방법원-2017-가합-509251,"조세부과권 제한이 있더라도 불법행위를 원인으로 한 국가의 민사상 손해배상청구가 배제된다고 볼 수 없으나, 불법행위가 입증되지 않아 청구 기각",기타,2020.11.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=330622
law_prec_대구지방법원-2019-구합-677,law_prec,대구지방법원-2019-구합-677,사업장의 명의자가 단순한 명의대여자가 아닌 경우에 명의자에 대한 조세부과처분은 위법하지 않음,기타,2020.09.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=336480
law_prec_대구지방법원-2019-구합-24932,law_prec,대구지방법원-2019-구합-24932,매입세액을 공제받는 것이 국가의 조세수입의 감소를 가져오게 될 것이라는 점을 인식하고 있지 않았다면 부당과소신고가산세를 부과할 수 없음,부가가치세,2020.09.09,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=332938
law_prec_대구고등법원-2019-누-5121,law_prec,대구고등법원-2019-누-5121,위법한 세무조사를 통한 파생자료를 근거로 조세를 부과한 처분이 무효인지 여부,기타,2020.08.11,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=329326
law_prec_2019누57437,law_prec,2019누57437,조세부과처분무효확인청구,기타,2020.07.15,판결,서울고등법원,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=236039
law_prec_부산지방법원-2019-구합-24092,law_prec,부산지방법원-2019-구합-24092,이중장부를 작성하는 등의 행위는 조세의 부과와 징수를 현저히 곤란하게 하는 사기나 그 밖의 부정한 행위에 해당함.,기타,2020.06.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=330446
law_prec_2020두34582,law_prec,2020두34582,부과처분에 대한 소명자료를 제출한 것을 이의신청에 준한 것으로 보아 처분일을 알게된 날부터 90일이 경과한 후에 조세심판원 심판을 제기한 것을 제소기간을 준수한 것으로 볼 수 있는지 여부,기타,2020.06.02,기각,대법원,지방세기본법상 이의신청은 서면행위로서 구두에 의한 이의신청은 인정되지 않으므로 처분이 있음을 알게 된 날부터 90일이 경과한 후에 조세심판원에 심판을 제기한 것은 제소기기을 준수하여 제기된 것으로 볼 수 없음,1.5,https://www.law.go.kr/precInfoR.do?precSeq=420312
law_prec_2019누56441,law_prec,2019누56441,부과처분에 대한 소명자료를 제출한 것을 이의신청에 준한 것으로 보아 처분일을 알게된 날부터 90일이 경과한 후에 조세심판원 심판을 제기한 것을 제소기간을 준수한 것으로 볼 수 있는지 여부,기타,2020.01.17,기각,서울고등법원,지방세기본법상 이의신청은 서면행위로서 구두에 의한 이의신청은 인정되지 않으므로 처분이 있음을 알게 된 날부터 90일이 경과한 후에 조세심판원에 심판을 제기한 것은 제소기기을 준수하여 제기된 것으로 볼 수 없음,1.5,https://www.law.go.kr/precInfoR.do?precSeq=420310
law_prec_인천지방법원-2025-구합-50539,law_prec,인천지방법원-2025-구합-50539,이 사건 원고가 제 2차납세의무자에 해당하는지 여부,기타,2026.04.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618895
law_prec_서울고등법원-2024-누-69205,law_prec,서울고등법원-2024-누-69205,위탁자 지위 이전에 따른 종부세의 납세의무,종합부동산세,2026.04.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618807
law_prec_인천지방법원-2024-구합-54366,law_prec,인천지방법원-2024-구합-54366,경험칙에 비추어 과세요건사실이 추정되는 사실이 존재하는 이상 납세의무자가 경험칙을 배제하여야 하는 특별한 사정을 증명하지 못하는 한 처분의 위법성을 단정할 수 없음,기타,2026.04.23,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618899
law_prec_서울행정법원-2025-구합-55012,law_prec,서울행정법원-2025-구합-55012,제2차납세의무자에게 과세예고통지를 하지 않고 한 처분의 적법 여부,기타,2026.04.08,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618459
law_prec_대구지방법원-2025-구합-20626,law_prec,대구지방법원-2025-구합-20626,국세기본법 제39조 제1항 제2호 및 국세기본법 시행령 제20조에 따른 제2차납세의무자 지정,기타,2026.04.08,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618379
law_prec_대법원-2025-두-36059,law_prec,대법원-2025-두-36059,"(심리불속행) 유언 소송과 별개로 피상속인의 차명재산이라는 유언은 신빙성이 있어 명의신탁 재산이라 보이며, 상속인별 상속세 및 연대납세의무통지서는 납부고지서와 함께 적법하게 송달되었다고 보기 어려움",상속세,2026.04.02,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618431
law_prec_인천지방법원-2025-가단-218144,law_prec,인천지방법원-2025-가단-218144,납세의무 성립일 이후 증여가 사해행위에 해당하는지 여부,증여세,2026.03.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618901
law_prec_서울행정법원-2025-구합-53385,law_prec,서울행정법원-2025-구합-53385,피고에 대한 제2차 납세의무 지정 및 납부통지가 당연무효가 된다고 볼 수 없음,기타,2026.03.26,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618411
law_prec_대법원-2025-두-35544,law_prec,대법원-2025-두-35544,(심리불속행) 재산세의 납세의무자는 종합부동산세를 납부할 의무가 있음,종합부동산세,2026.03.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617901
law_prec_대법원-2025-두-35680,law_prec,대법원-2025-두-35680,출자자에 대한 제2차 납세의무자 지정의 적정 여부,기타,2026.03.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=616749
law_prec_수원지방법원2025구단10301,law_prec,수원지방법원2025구단10301,이 사건 부동산의 명의상 소유자인 원고들은 양도소득세 납세의무자에 해당하지 않는다.,소득세,2026.03.10,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618751
law_prec_서울고등법원-2024-누-69212,law_prec,서울고등법원-2024-누-69212,위탁자 지위 이전에 따른 종합부동산세 납세의무,종합부동산세,2026.02.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617369
law_prec_대법원-2025-두-35509,law_prec,대법원-2025-두-35509,제2차 납세의무 납부통지가 그 하자가 외관상 명백한 것으로 당연무효인지 여부,기타,2026.02.26,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615891
law_prec_대법원-2025-두-35550,law_prec,대법원-2025-두-35550,(심리불속행) 원고는 본인소유 주식을 명의신탁한 실질주주로서 제2차납세의무자에 해당,기타,2026.02.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617341
law_prec_서울행정법원2024구합93046,law_prec,서울행정법원2024구합93046,원고들을 체납법인의 과점주주로 보아 제2차 납세의무자로 지정하고 납부고지한 처분의 당부,법인세,2026.02.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618753
law_prec_대법원-2025-두-35380,law_prec,대법원-2025-두-35380,2차납세의무지정;당연무효,기타,2026.02.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617457
law_prec_서울고등법원-2025-누-6827,law_prec,서울고등법원-2025-누-6827,상속세 납세의무를 해태를 탓할 수 없는 정당한 사유가 없음,상속세,2026.02.06,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617431
law_prec_대법원-2025-두-35029,law_prec,대법원-2025-두-35029,납세의무자의 금융계좌에 입금된 금액을 조사하는 방법은 객관성이 있는 적법한 실지조사 방법에 해당함,기타,2025.12.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613951
law_prec_서울고등법원(인천)-2025-누-10072,law_prec,서울고등법원(인천)-2025-누-10072,법인등기상 대표이사로 명의만 대여하였을 뿐 운영한 바 없다는 주장의 입증책임은 납세의무자에게 있음,법인세,2025.12.16,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=618597
law_prec_인천지방법원-2024-구합-57259,law_prec,인천지방법원-2024-구합-57259,제2차 납세의무자에게 과세예고통지를 하지 않았다고 하여 절차상 하자가 있다고 할 수 없음,기타,2025.12.11,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615299
law_prec_대법원-2025-두-34808,law_prec,대법원-2025-두-34808,"연대납세의무자인 수탁자가 납부한 증여세에 관하여 신탁자는 취소를 구할 법률상의 이익이 없고, 주식명의신탁 조세회피 목적이 인정됨",증여세,2025.12.11,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615227
law_prec_2025두34851,law_prec,2025두34851,상속이 개시된 이후 오랫동안 상속등기가 경료되지 않은 이 사건 단독주택에 대하여 재산세 납세의무가 있는지,상속세,2025.12.11,처분청 승소,대법원,"상속이 개시된 이후 오랫동안 상속등기가 경료되지 않아 과세관청 직권으로 재산세 납세의무자로 지정된 경우, 다른 주택이 있어 1세대 1주택 특례세율을 적용하지 않은 것은 타당함",1.5,https://www.law.go.kr/precInfoR.do?precSeq=613129
law_prec_부산고등법원(창원)-2024-누-10921,law_prec,부산고등법원(창원)-2024-누-10921,피상속인의 사망으로 승계하는 납세의무의 한도,상속세,2025.11.28,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=616097
law_prec_춘천지방법원-2025-구합-78,law_prec,춘천지방법원-2025-구합-78,원고들은 제2차납세의무자에 해당함,기타,2025.11.25,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617833
law_prec_서울고등법원-2024-누-60307,law_prec,서울고등법원-2024-누-60307,"유언 소송과 별개로 피상속인의 차명재산이라는 유언은 신빙성이 있어 명의신탁 재산이라 보이며, 상속인별 상속세 및 연대납세의무통지서는 납부고지서와 함께 적법하게 송달되었다고 보기 어려움",상속세,2025.11.21,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617987
law_prec_대구고등법원-2024-누-10172,law_prec,대구고등법원-2024-누-10172,과세예고통지는 제2차 납세의무자에 대해서 필수적인 절차에 해당하지 아니함,기타,2025.11.14,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613455
law_prec_서울행정법원-2025-구합-72,law_prec,서울행정법원-2025-구합-72,주주명부상 체납법인의 과점주주이자 대표이사인 자에게 제2차 납세의무 지정의 적정여부,법인세,2025.11.14,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=616307
law_prec_대법원-2025-두-34501,law_prec,대법원-2025-두-34501,부동산담보신탁계약의 수탁자인 원고에 대한 물적 납세의무자지정처분,기타,2025.11.06,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615773
law_prec_서울고등법원(인천)-2025-누-10220,law_prec,서울고등법원(인천)-2025-누-10220,재산세의 납세의무자는 종합부동산세를 납부할 의무가 있음,종합부동산세,2025.11.04,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612445
law_prec_서울고등법원-2025-누-3189,law_prec,서울고등법원-2025-누-3189,재산분할을 위한 부동산양도에 따른 양도소득에 대한 납세의무는 누구에게 있는지,양도소득세,2025.10.31,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613995
law_prec_서울고등법원-2024-누-66954,law_prec,서울고등법원-2024-누-66954,법인의 과점주주가 아닌 자에게 제2차 납세의무자로 지정하여 한 처분은 위법함,법인세,2025.10.30,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615811
law_prec_부산고등법원-2025-누-2250,law_prec,부산고등법원-2025-누-2250,출자자에 대한 제2차 납세의무자 지정의 적정 여부,기타,2025.10.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=616073
law_prec_대전지방법원-2024-구합-203166,law_prec,대전지방법원-2024-구합-203166,명의를 대여해주었을 뿐인 경우 2차 납세의무를 지울 수 없음,기타,2025.10.22,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613675
law_prec_강릉지원-2023-구합-30124,law_prec,강릉지원-2023-구합-30124,"이 사건 각 이전계약은 실질적인 위탁자 지위의 이전 없이 형식적으로만 위탁자 지위를 이전한 가장행위에 해당하므로, 최초 위탁자인 원고가 종부세 납세의무자에 해당함",종합부동산세,2025.10.22,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613619
law_prec_서울고등법원-2024-누-68776,law_prec,서울고등법원-2024-누-68776,민법상 상속포기자도 상속세 납세의무가 있는지 여부,상속세,2025.10.17,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615399
law_prec_수원고등법원-2024-누-13466,law_prec,수원고등법원-2024-누-13466,제2차 납세의무 납부통지가 그 하자가 외관상 명백한 것으로 당연무효인지 여부,기타,2025.10.17,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612497
law_prec_부산고등법원(울산)-2025-누-10078,law_prec,부산고등법원(울산)-2025-누-10078,제2차 납세의무 지정이 무효인지 여부,기타,2025.10.02,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=616455
law_prec_수원지방법원-2022-구합-77508,law_prec,수원지방법원-2022-구합-77508,"오로지 조세회피 목적을 이루기 위한 수단으로서 형식적으로만 위탁자 지위를 이전한 것은 가장행위로서, 실질과세 원칙에 따라 실질 위탁자에게 종합부동산세 납세의무가 있다고 보아야 함",종합부동산세,2025.10.02,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613803
law_prec_대법원-2025-두-32185,law_prec,대법원-2025-두-32185,제2차 납세의무 지정시 과세예고통지 대상 여부,기타,2025.09.26,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612353
law_prec_서울행정법원-2023-구합-75621,law_prec,서울행정법원-2023-구합-75621,법인세법 시행규칙 제76조 제6항에 따른 공통손금 안분 기준을 매출액을 적용하는 것이 불합리한 경우에 대한 입증책임은 원고인 납세의무자에게 있음,법인세,2025.09.19,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612617
law_prec_수원지방법원-2023-구합-74384,law_prec,수원지방법원-2023-구합-74384,납세의무자의 신고행위에 하자가 존재하더라도 그 하자가 중대하고 명백하지 않은 한 당연무효라 볼 수 없음,기타,2025.09.18,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612371
law_prec_서울행정법원-2024-구합-67900,law_prec,서울행정법원-2024-구합-67900,신고비용과 다른 비용의 존재와 액수에 관하여는 납세의무자측에서 이를 입증할 필요가 있음,기타,2025.09.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615129
law_prec_서울행정법원-2024-구합-82473,law_prec,서울행정법원-2024-구합-82473,법인의 실물거래 없는 가공거래로 인한 소득처분과 출자자에 대한 제2차 납세의무자 지정,법인세,2025.09.11,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608785
law_prec_대법원-2024-두-47074,law_prec,대법원-2024-두-47074,제2차 납세의무자에 대한 납부고지는 과세예고통지 대상이 아님,기타,2025.09.04,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615591
law_prec_수원고등법원-2024-누-15479,law_prec,수원고등법원-2024-누-15479,법인 과점주주 2차납세의무,법인세,2025.09.03,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=609049
law_prec_인천지방법원-2024-구합-56621,law_prec,인천지방법원-2024-구합-56621,수입금액누락분에 대하여 실지조사결정에 의하여 과세처분을 할 경우에 그 누락분에 대응하는 필요경비가 존재한다는 점에 대하여는 납세의무자가 주장·입증하여야 함,기타,2025.08.28,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608713
law_prec_서울고등법원-2024-나-2059801,law_prec,서울고등법원-2024-나-2059801,제2차 납세의무자인 외국법인이  내국인에 대한 금전채권이 있는 경우 지연손해금률 적용을 위한 준거법,법인세,2025.08.28,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=609061
law_prec_광주고등법원(전주)-2024-누-1066,law_prec,광주고등법원(전주)-2024-누-1066,납세의무자의 금융계좌에 입금된 금액을 조사하는 방법은 객관성이 있는 적법한 실지조사 방법에 해당함,기타,2025.08.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=609197
law_prec_대구지방법원-2024-구합-23995,law_prec,대구지방법원-2024-구합-23995,법인의 재산으로 그 법인에 부과되거나 그 법인이 납부할 국세 등에 충당하여도 부족한 경우 법인의 납세의무 성립일 현재 과점주주에 해당하는 자는 그 부족한 금액에 대하여 그 지분율 한도 내에서 제2차 납세의무를 부담함,법인세,2025.08.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612325
law_prec_2024누14742,law_prec,2024누14742,상속이 개시된 이후 오랫동안 상속등기가 경료되지 않은 이 사건 단독주택에 대하여 재산세 납세의무가 있는지,상속세,2025.08.22,처분청 승소,수원고등법원,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613127
law_prec_서울서부지방법원-2023-가단-333101,law_prec,서울서부지방법원-2023-가단-333101,납세의무자 소유의 여러부동산 중 일부가 먼저 경매되었을 경우 배당순위,기타,2025.08.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=614187
law_prec_인천지방법원-2023-구합-55355,law_prec,인천지방법원-2023-구합-55355,재산세의 납세의무자는 종합부동산세를 납부할 의무가 있음,종합부동산세,2025.07.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607801
law_prec_광주고등법원(제주)-2025-누-1055,law_prec,광주고등법원(제주)-2025-누-1055,횡령금이 피해법인에 반환되어도 이미 성립한 소득세 납세의무에 영향을 미칠 수 없음,소득세,2025.07.23,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615379
law_prec_서울행정법원-2024-구합-50407,law_prec,서울행정법원-2024-구합-50407,형식상 주주명부에 등재되어 있는 자의 제2차 납세의무 여부,기타,2025.07.10,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612343
law_prec_수원지방법원-2024-구합-66335,law_prec,수원지방법원-2024-구합-66335,원고는 명의만을 빌려준 형식상 주주에 불과하므로 제2차납세의무 처분은 위법함,기타,2025.07.10,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=614075
law_prec_서울고등법원-2024-누-70663,law_prec,서울고등법원-2024-누-70663,실질운영에 관여하지 않은 공동사업자에 대한 연대납세의무 처분은 위법함,기타,2025.07.04,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612259
law_prec_서울행정법원-2024-구합-63854,law_prec,서울행정법원-2024-구합-63854,체납법인의 과점주주이고 실질적으로 경영한 자에게 제2차 납세의무자 지정의 적정 여부,법인세,2025.07.02,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608583
law_prec_서울행정법원-2024-구합-69401,law_prec,서울행정법원-2024-구합-69401,2차납세의무자의 지정통지 및 납세고지서의 적법송달 여부 및 실질 주주 여부 판단,기타,2025.06.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=606713
law_prec_부산고등법원(창원)-2024-누-10518,law_prec,부산고등법원(창원)-2024-누-10518,부동산담보신탁계약의 수탁자인 원고에 대한 물적 납세의무자지정처분,기타,2025.06.27,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607073
law_prec_대전고등법원-2025-누-280,law_prec,대전고등법원-2025-누-280,제2차 납세의무자 해당 여부,기타,2025.06.26,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=613575
law_prec_춘천지방법원-2024-구합-31725,law_prec,춘천지방법원-2024-구합-31725,납세의무자가 신탁계약후 법정기일이 도래하는 부가가치세를 체납한 경우 위탁자의 재산이 부족한 경우 수탁자는 위탁자의 체납에 대해 물적납세의무가 있음,부가가치세,2025.06.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612255
law_prec_수원지방법원-2024-구합-61699,law_prec,수원지방법원-2024-구합-61699,제2차 납세의무자에 대한 납세고지가 과세예고통지 대상인지 여부,기타,2025.06.18,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612239
law_prec_서울중앙지방법원-2024-가소-1895707,law_prec,서울중앙지방법원-2024-가소-1895707,원납세자가 주식등변동상황명세서에 주식변동이 없다고 신고한 경우 그 명세서에 따라 과점주주여부를 판단하여 제2차 납세의무자 지정을 한 처분은 납세의무성립일 당시 과점주주가 아니었다고 하더라도 그 지정 처분의 하자가 명백하다고 할 수 없어 당연무효가 아니므로 부당이득은 성립하지 않음,기타,2025.06.12,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607973
law_prec_서울행정법원-2024-구합-66877,law_prec,서울행정법원-2024-구합-66877,특수관계인 원고들이 과점주주로서 법인의 2차납세의무자에 해당하는지는 지배적 영향력을 미치는지에 따라 결정됨,법인세,2025.05.16,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608037
law_prec_서울행정법원-2024-구합-1863,law_prec,서울행정법원-2024-구합-1863,제2차 납세의무자 지정이 과세전적부심사청구 대상인지 여부,기타,2025.05.16,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=609165
law_prec_대구지방법원-2023-구합-25406,law_prec,대구지방법원-2023-구합-25406,"명의만 대여한 형식상의 주주로서 그 주식에 대한 권리를 실질적으로 행사할 여지도 없었으므로, 제2차 납세의무자에 해당하지 않음",기타,2025.05.15,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=605747
law_prec_서울고등법원-2024-누-46554,law_prec,서울고등법원-2024-누-46554,관련 민사판결에서 전 소유자의 소유권이전등기가 무효임이 확인된 이상 이를 기초하여 이루어진 현재의 소유권이전등기 명의자는 종합부동산세 납세의무자로 볼 수 없음,종합부동산세,2025.05.08,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608931
law_prec_서울고등법원-2024-누-48918,law_prec,서울고등법원-2024-누-48918,부동산 명의신탁 여부와 양도소득세 납세의무,소득세,2025.05.01,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607381
law_prec_수원지방법원-2022-구합-1150,law_prec,수원지방법원-2022-구합-1150,주택의 부속토지만 소유한자는 주택분 종합부동산세의 납세의무자가 될 수 있음,종합부동산세,2025.04.24,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=615795
law_prec_서울고등법원-2024-누-54531,law_prec,서울고등법원-2024-누-54531,협동조합기본법에 따라 설립된 협동조합의 조합원은 이 사건 조항에 따라 제2차 납세의무를 지는 출자자가 될 수 없음,기타,2025.04.23,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=605657
law_prec_강릉지원-2023-구합-30667,law_prec,강릉지원-2023-구합-30667,"과세처분 취소소송에서 비과세요건이나 감면요건, 공제요건 등에 대한 증명책임은 원칙적으로 납세의무자에게 있음",기타,2025.04.23,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=606137
law_prec_인천지방법원-2024-구합-52797,law_prec,인천지방법원-2024-구합-52797,법인등기상 대표이사로 명의만 대여하였을 뿐 운영한 바 없다는 주장의 입증책임은 납세의무자에게 있음,법인세,2025.04.18,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=617627
law_prec_전주지방법원-2024-구합-1310,law_prec,전주지방법원-2024-구합-1310,원고들이 체납법인의 과점주주로서 제2차 납세의무자로 지정한 처분의 적법 여부,법인세,2025.04.17,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=606333
law_prec_서울고등법원(춘천)-2024-누-605,law_prec,서울고등법원(춘천)-2024-누-605,실질적으로 공사에 관여하고 재화 및 용역을 공급한 자를 납세의무자로 보고 부가가치세 및 법인세를 고지한 것은 적법한 처분임,법인세,2025.04.16,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=612303
law_prec_춘천지방법원-20274-구합*318,law_prec,춘천지방법원-20274-구합*318,제2차납세의무자 지정 및 압류처분 무효 여부,기타,2025.04.15,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=606419
law_prec_서울행정법원-2024-구합-52359,law_prec,서울행정법원-2024-구합-52359,공동사업자로서 연대납세의무자에 해당하는지 여부,기타,2025.04.10,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=609117
law_prec_대구지방법원-2024-구합-21333,law_prec,대구지방법원-2024-구합-21333,피고는 가산세 납세의무가 있음,가산세,2025.04.10,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607283
law_prec_부천지원-2024-가단-120196,law_prec,부천지원-2024-가단-120196,납세의무가 성립된 상태에서 체납자가 본인 소유의 유일 부동산을 직계비속에게 증여한 행위는 채권자를 해하는 사해행위에 해당함,증여세,2025.04.08,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=605307
law_prec_인천지방법원2024구합54649,law_prec,인천지방법원2024구합54649,제2차납세의무자지정처분취소,기타,2025.04.03,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=608199
law_prec_수원고등법원-2024-누-12746,law_prec,수원고등법원-2024-누-12746,이 사건 업체를 공동사업으로 보아 연대납세의무를 부과한 처분은 적법함,기타,2025.03.14,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=604955
law_prec_대법원-2024-다-316544,law_prec,대법원-2024-다-316544,"납세의무가 성립되는 이상, 증여계약을 사해행위취소로 보아 취소하는 것은 적법함",증여세,2025.03.13,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=605093
law_prec_대법원-2024-두-64680,law_prec,대법원-2024-두-64680,수탁사업자를 신탁사업 부가가치세 납세의무자로 보는 이상 위탁자가 지출한 신탁사업 관련 매입세액은 불공제하는 것이 타당함,부가가치세,2025.03.13,,,,1.5,https://www.law.go.kr/precInfoR.do?precSeq=607861
